GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
14	rs9489065	6	117257018	rs674621	2019-05-01	30804561	Sakornsakolpat P	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804561	Genetic landscape of chronic obstructive pulmonary disease identifies heterogeneous cell-type and phenotype associations.	Chronic obstructive pulmonary disease	35,735 cases, 222,076 controls	NA	6q22.1	RFX6	RFX6 - RPS29P13	ENSG00000185002	ENSG00000217089		3694	112815	rs674621-C	rs674621	0	674621	intergenic_variant	1	0.32	8E-9	8.096910013008056		1.06	[1.04-1.08]	Affymetrix, Illumina [6224355] (imputed)	N
14	rs9489065	6	117257543	rs665401	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Neutrophil percentage of granulocytes	170,672 European ancestry individuals	NA	6q22.1	RFX6	RFX6 - RPS29P13	ENSG00000185002	ENSG00000217089		4217	112290	rs665401-C	rs665401	0	665401	intergenic_variant	1	0.3186	4E-9	8.397940008672037		0.02259798	[0.015-0.03] unit decrease	Affymetrix [~ 2500000] (imputed)	N
14	rs9489065	6	117260779	rs1741663	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Eosinophil counts	approximately 440,000 European ancestry individuals	NA	6q22.1		RFX6 - RPS29P13	ENSG00000185002	ENSG00000217089		7453	109054	rs1741663-?	rs1741663	0	1741663	intergenic_variant	1	NR	5E-12	11.301029995663981				NR [~ 8900000] (imputed)	N
15	rs651164	6	160581374	rs651164	2009-12-29	19767753	Eeles RA	2009-09-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19767753	Identification of seven new prostate cancer susceptibility loci through a genome-wide association study.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	19,879 cases and 18,761 controls of European, East Asian, African American, Latino, and Hawaiian ancestry	6q25.3	NR	SLC22A1 - AL645733.1	ENSG00000175003	ENSG00000216516		1624	3197	rs651164-?	rs651164	0	651164	intergenic_variant	1	NR	2E-9	8.698970004336019				Illumina [541129]	N
15	rs651164	6	160581374	rs651164	2011-07-30	21743057	Schumacher FR	2011-07-08	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	7,358 European ancestry cases, 6,732 European ancestry controls	6q25.3	SLC22A1	SLC22A1 - AL645733.1	ENSG00000175003	ENSG00000216516		1624	3197	rs651164-G	rs651164	0	651164	intergenic_variant	1	NR	2E-10	9.698970004336019	(conditioned on rs9364554)	1.15	[1.10-1.20]	Illumina [571243]	N
16	rs10486567	7	27966984	rs6968704	2019-01-28	30598549	Morris JA	2018-12-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30598549	An atlas of genetic influences on osteoporosis in humans and mice.	Heel bone mineral density	426,824 British ancestry individuals	NA	7p15.1	JAZF1	JAZF1			ENSG00000153814			rs6968704-C	rs6968704	0	6968704	intron_variant	0	0.68377	1E-16	16.0		0.0185188	[0.014-0.023] unit increase	NR [13737936] (imputed)	N
16	rs7787576	7	27970153	rs10239787	2018-10-18	30048462	Kim SK	2018-07-26	PLoS One	www.ncbi.nlm.nih.gov/pubmed/30048462	Identification of 613 new loci associated with heel bone mineral density and a polygenic risk score for bone mineral density, osteoporosis and fracture.	Heel bone mineral density	394,929 European ancestry individuals	NA	7p15.1		JAZF1			ENSG00000153814			rs10239787-?	rs10239787	0	10239787	intron_variant	0	NR	5E-49	48.30102999566398		0.0324828	[0.028-0.037] unit increase	Affymetrix [20259828] (imputed)	N
16	rs7787576	7	27970153	rs10239787	2019-01-28	30598549	Morris JA	2018-12-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30598549	An atlas of genetic influences on osteoporosis in humans and mice.	Heel bone mineral density	426,824 British ancestry individuals	NA	7p15.1	JAZF1	JAZF1			ENSG00000153814			rs10239787-C	rs10239787	0	10239787	intron_variant	0	0.672632	3E-68	67.52287874528034		0.0387088	[0.034-0.043] unit increase	NR [13737936] (imputed)	N
16	rs7787576	7	27970153	rs10239787	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Heel bone mineral density	approximately 446,000 European ancestry individuals	NA	7p15.1		JAZF1			ENSG00000153814			rs10239787-?	rs10239787	0	10239787	intron_variant	0	NR	1E-56	56.0				NR [~ 8900000] (imputed)	N
16	rs10486567	7	27976563	rs10486567	2008-06-16	18264096	Thomas G	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264096	Multiple loci identified in a genome-wide association study of prostate cancer.	Prostate cancer	1,172 European ancestry cases, 1,157 European ancestry controls	3,941 European ancestry cases, 3,964 European ancestry controls	7p15.1	JAZF1	JAZF1			ENSG00000153814			rs10486567-G	rs10486567	0	10486567	intron_variant	0	0.77	2E-6	5.698970004336019		1.12	[1.02-1.25]	Illumina [527869]	N
16	rs10486567	7	27976563	rs10486567	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	7p15.1	NR	JAZF1			ENSG00000153814			rs10486567-G	rs10486567	0	10486567	intron_variant	0	0.77	3E-11	10.522878745280337		1.17	[1.12-1.22]	Affymetrix [up to 19977088] (imputed)	N
16	rs10486567	7	27976563	rs10486567	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	7p15.1	NR	JAZF1			ENSG00000153814			rs10486567-G	rs10486567	0	10486567	intron_variant	0	0.77	3E-9	8.522878745280337	(European)	1.17	[1.11-1.23]	Affymetrix [up to 19977088] (imputed)	N
16	rs10486567	7	27976563	rs10486567	2017-05-25	28139693	Hoffmann TJ	2017-01-31	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28139693	Genome-wide association study of prostate-specific antigen levels identifies novel loci independent of prostate cancer.	Prostate-specific antigen levels	28,503 European ancestry individuals	2,716 Latino individuals, 2,518 East Asian ancestry individuals, 1,585 African American individuals, 6,193 European ancestry individuals (later diagnosed with prostate cancer), 5,603 European ancestry individuals	7p15.1	JAZF1	JAZF1			ENSG00000153814			rs10486567-G	rs10486567	0	10486567	intron_variant	0	0.76	4E-19	18.397940008672037		0.0575792	[0.045-0.07] unit increase	Affymetrix [10109774] (imputed)	N
16	rs10486567	7	27976563	rs10486567	2018-08-14	29892016	Schumacher FR	2018-06-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29892016	Association analyses of more than 140,000 men identify 63 new prostate cancer susceptibility loci.	Prostate cancer	79,148 European ancestry cases, 61,106 European ancestry controls	NA	7p15.1	NR	JAZF1			ENSG00000153814			rs10486567-G	rs10486567	0	10486567	intron_variant	0	0.76	2E-45	44.69897000433602		1.14	[1.12-1.16]	Illumina [20370935] (imputed)	N
16	rs10486567	7	27977363	rs7808935	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	7p15.1	NR	JAZF1			ENSG00000153814			rs7808935-T	rs7808935	0	7808935	intron_variant	0	0.766	3E-11	10.522878745280337		1.17	[1.12-1.22]	Affymetrix [up to 19977088] (imputed)	N
16	rs10486567	7	27989403	rs757138	2018-03-05	29304378	Medina-Gomez C	2018-01-04	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/29304378	Life-Course Genome-wide Association Study Meta-analysis of Total Body BMD and Assessment of Age-Specific Effects.	Total body bone mineral density	56,284 European ancestry individuals, up to 1,333 African American individuals, up to 9,328 admixed individuals	NA	7p15.1	JAZF1	JAZF1			ENSG00000153814			rs757138-T	rs757138	0	757138	intron_variant	0	0.6889	3E-8	7.522878745280337		0.0348	unit decrease	Affymetrix, Illumina [~ 23700000] (imputed)	N
17	rs12154794	7	41188515	rs29482	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular) (MTAG)	up to 1,359,002 European ancestry individuals	NA	7p14.1	NR	LINC01449 - INHBA	ENSG00000224017	ENSG00000122641		15410	518251	rs29482-A	rs29482	0	29482	regulatory_region_variant	1	0.668	8E-10	9.096910013008056		0.00700959	[0.0048-0.0092] unit decrease	NR [9732723] (imputed)	N
18	rs11768309	7	97694858	rs847577	2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	7q21.3	NR	RN7SL478P - LMTK2	ENSG00000277946	ENSG00000164715		66924	41339	rs847577-A	rs847577	0	847577	intergenic_variant	1	0.4176	6E-6	5.221848749616356	(EA)	0.0284	[0.016-0.041] unit decrease	Illumina [~ 11800000] (imputed)	N
18	rs41278842	7	97707069	rs1799068	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular)	up to 1,232,091 European ancestry individuals	NA	7q21.3	NR	RN7SL478P - LMTK2	ENSG00000277946	ENSG00000164715		79135	29128	rs1799068-T	rs1799068	0	1799068	intergenic_variant	1	0.379	3E-10	9.522878745280337		0.016609563	[0.011-0.022] unit increase	NR [~ 10000000] (imputed)	N
18	rs41278842	7	97707069	rs1799068	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular) (MTAG)	up to 1,359,002 European ancestry individuals	NA	7q21.3	NR	RN7SL478P - LMTK2	ENSG00000277946	ENSG00000164715		79135	29128	rs1799068-T	rs1799068	0	1799068	intergenic_variant	1	0.379	8E-13	12.096910013008056		0.00795884	[0.0058-0.0101] unit increase	NR [9732723] (imputed)	N
18	rs11768309	7	97785500	rs34320230	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Neuroticism	449,484 European ancestry individuals	NA	7q21.3	NR	LMTK2			ENSG00000164715			rs34320230-T	rs34320230	0	34320230	intron_variant	0	NR	4E-8	7.3979400086720375		5.484	z score increase	Affymetrix [10847151] (imputed)	N
18	rs11768309	7	97816327	rs6465657	2008-06-16	18264097	Eeles RA	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264097	Multiple newly identified loci associated with prostate cancer susceptibility.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	3,268 European ancestry cases, 3,366 European ancestry controls	7q21.3	LMTK2	LMTK2			ENSG00000164715			rs6465657-C	rs6465657	0	6465657	intron_variant	0	0.46	1E-9	9.0		1.12	[1.05-1.20]	Illumina [541129]	N
18	rs11768309	7	97816327	rs6465657	2009-12-29	19767753	Eeles RA	2009-09-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19767753	Identification of seven new prostate cancer susceptibility loci through a genome-wide association study.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	19,879 cases and 18,761 controls of European, East Asian, African American, Latino, and Hawaiian ancestry	7q21.3	NR	LMTK2			ENSG00000164715			rs6465657-?	rs6465657	0	6465657	intron_variant	0	NR	2E-8	7.698970004336019				Illumina [541129]	N
18	rs11768309	7	97816327	rs6465657	2018-08-14	29892016	Schumacher FR	2018-06-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29892016	Association analyses of more than 140,000 men identify 63 new prostate cancer susceptibility loci.	Prostate cancer	79,148 European ancestry cases, 61,106 European ancestry controls	NA	7q21.3	NR	LMTK2			ENSG00000164715			rs6465657-C	rs6465657	0	6465657	intron_variant	0	0.46	7E-37	36.15490195998574		1.11	[1.09-1.12]	Illumina [20370935] (imputed)	N
18	rs41278842	7	97826232	rs1495525	2018-07-28	29403010	Kanai M	2018-02-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29403010	Genetic analysis of quantitative traits in the Japanese population links cell types to complex human diseases.	Gamma glutamyl transferase levels	118,309 Japanese ancestry individuals	NA	7q21.3	LMTK2	LMTK2			ENSG00000164715			rs1495525-?	rs1495525	0	1495525	intron_variant	0	NR	4E-12	11.397940008672037		0.02817	[0.02-0.036] unit decrease novel	Illumina [6108953] (imputed)	N
20	rs13262167	8	23507262	rs142463603	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	8p21.2	NR	SINHCAFP3 - NKX3-1	ENSG00000253488	ENSG00000167034		14242	28944	rs142463603-A	rs142463603	1	13279749	intergenic_variant	1	0.417	4E-16	15.397940008672037		1.18	[1.13-1.22]	Affymetrix [up to 19977088] (imputed)	N
20	rs13262167	8	23526463	rs1512268	2009-12-29	19767753	Eeles RA	2009-09-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19767753	Identification of seven new prostate cancer susceptibility loci through a genome-wide association study.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	19,879 cases and 18,761 controls of European, East Asian, African American, Latino, and Hawaiian ancestry	8p21.2	NKX3.1	SINHCAFP3 - NKX3-1	ENSG00000253488	ENSG00000167034		33443	9743	rs1512268-?	rs1512268	0	1512268	TF_binding_site_variant	1	0.45	3E-30	29.522878745280337		1.18	[1.14-1.22]	Illumina [541129]	N
20	rs13262167	8	23526463	rs1512268	2010-09-11	20676098	Takata R	2010-08-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20676098	Genome-wide association study identifies five new susceptibility loci for prostate cancer in the Japanese population.	Prostate cancer	1,583 Japanese ancestry cases, 3,386 Japanese ancestry controls	3,001 Japanese ancestry cases, 5,415 Japanese ancestry controls	8p21.2	NKX3.1	SINHCAFP3 - NKX3-1	ENSG00000253488	ENSG00000167034		33443	9743	rs1512268-?	rs1512268	0	1512268	TF_binding_site_variant	1	NR	4E-11	10.397940008672037				Illumina [510687]	N
20	rs13262167	8	23526463	rs1512268	2012-10-23	22923026	Cheng I	2012-08-24	Cancer Epidemiol Biomarkers Prev	www.ncbi.nlm.nih.gov/pubmed/22923026	Evaluating genetic risk for prostate cancer among Japanese and Latinos.	Prostate cancer	1,033 Japanese ancestry cases, 1,042 Japanese ancestry controls, 1,043 Latino cases, 1,057 Latino controls	1,583 Japanese ancestry cases, 3,386 Japanese ancestry  controls, 1,854 European ancestry cases, 3,748 European ancestry controls	8p21.2	NR	SINHCAFP3 - NKX3-1	ENSG00000253488	ENSG00000167034		33443	9743	rs1512268-T	rs1512268	0	1512268	TF_binding_site_variant	1	0.36	5E-6	5.301029995663981	(Japanese)	1.35	[1.19-1.53]	Illumina [528023]	N
20	rs13262167	8	23526463	rs1512268	2016-06-13	26443449	Wang M	2015-10-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26443449	Large-scale association analysis in Asians identifies new susceptibility loci for prostate cancer.	Prostate cancer	3,000 East Asian ancestry cases, 4,394 East Asian ancestry controls	3,605 East Asian ancestry cases, 3,919 East Asian ancestry controls	8p21.2	NKX3-1	SINHCAFP3 - NKX3-1	ENSG00000253488	ENSG00000167034		33443	9743	rs1512268-T	rs1512268	0	1512268	TF_binding_site_variant	1	NR	1E-13	13.0		1.3157895	[NR]	Illumina [4550396] (imputed)	N
20	rs13262167	8	23526463	rs1512268	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	8p21.2	NR	SINHCAFP3 - NKX3-1	ENSG00000253488	ENSG00000167034		33443	9743	rs1512268-A	rs1512268	0	1512268	TF_binding_site_variant	1	0.43	2E-12	11.698970004336019	(European)	1.17	[1.12-1.22]	Affymetrix [up to 19977088] (imputed)	N
20	rs13262167	8	23526463	rs1512268	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	8p21.2	NR	SINHCAFP3 - NKX3-1	ENSG00000253488	ENSG00000167034		33443	9743	rs1512268-A	rs1512268	0	1512268	TF_binding_site_variant	1	0.43	4E-15	14.397940008672037		1.17	[1.12-1.22]	Affymetrix [up to 19977088] (imputed)	N
